Session,Cell,NumSignificant,SignificantEvents
session_2024_08_14_1_JM007,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_08_14_1_JM007,cell1,0,""
session_2024_08_14_1_JM007,cell2,0,""
session_2024_08_14_1_JM007,cell3,0,""
session_2024_08_14_1_JM007,cell4,0,""
session_2024_08_14_1_JM007,cell5,0,""
session_2024_08_14_1_JM007,cell6,0,""
session_2024_08_14_1_JM007,cell7,0,""
session_2024_08_14_1_JM007,cell8,0,""
session_2024_08_14_1_JM007,cell9,0,""
session_2024_08_14_1_JM007,cell10,0,""
session_2024_08_14_1_JM007,cell11,0,""
session_2024_08_14_1_JM007,cell12,0,""
session_2024_08_14_1_JM007,cell13,0,""
session_2024_08_14_1_JM007,cell14,0,""
session_2024_08_14_1_JM007,cell15,0,""
session_2024_08_14_1_JM007,cell16,0,""
session_2024_08_14_1_JM007,cell17,0,""
session_2024_09_16_2_JM007,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_16_2_JM007,cell1,0,""
session_2024_09_16_2_JM007,cell2,0,""
session_2024_09_16_2_JM007,cell3,0,""
session_2024_09_16_2_JM007,cell4,0,""
session_2024_09_16_2_JM007,cell5,0,""
session_2024_09_16_2_JM007,cell6,0,""
session_2024_09_16_2_JM007,cell7,0,""
session_2024_09_16_2_JM007,cell8,0,""
session_2024_09_16_2_JM007,cell9,0,""
session_2024_09_16_2_JM007,cell10,0,""
session_2024_09_16_2_JM007,cell11,1,"choiceStartTime"
session_2024_09_16_2_JM007,cell12,0,""
session_2024_09_16_2_JM007,cell13,0,""
session_2024_09_16_2_JM007,cell14,0,""
session_2024_09_16_2_JM007,cell15,1,"choiceStartTime"
session_2024_09_16_2_JM007,cell16,0,""
session_2024_09_16_2_JM007,cell17,0,""
session_2024_09_16_2_JM007,cell18,1,"choiceStartTime"
session_2024_09_16_2_JM007,cell19,0,""
session_2024_09_16_2_JM007,cell20,0,""
session_2024_09_16_2_JM007,cell21,0,""
session_2024_09_16_2_JM007,cell22,0,""
session_2024_09_16_2_JM007,cell23,0,""
session_2024_09_16_2_JM007,cell24,0,""
session_2024_09_10_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_10_1_JM013,cell1,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_10_1_JM013,cell2,1,"stimulusOnsetTime"
session_2024_09_10_1_JM013,cell3,2,"stimulusOnsetTime,rewardTime"
session_2024_09_10_1_JM013,cell4,2,"choiceStartTime,rewardTime"
session_2024_09_10_1_JM013,cell5,2,"choiceStartTime,rewardTime"
session_2024_09_10_1_JM013,cell6,1,"stimulusOnsetTime"
session_2024_09_10_1_JM013,cell7,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_10_1_JM013,cell8,2,"stimulusOnsetTime,choiceStartTime"
session_2024_09_10_1_JM013,cell9,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_10_1_JM013,cell10,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_10_1_JM013,cell11,0,""
session_2024_09_10_1_JM013,cell12,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_10_1_JM013,cell13,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_10_1_JM013,cell14,2,"stimulusOnsetTime,rewardTime"
session_2024_09_10_1_JM013,cell15,1,"stimulusOnsetTime"
session_2024_09_10_1_JM013,cell16,0,""
session_2024_09_11_2_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_11_2_JM013,cell1,2,"choiceStartTime,rewardTime"
session_2024_09_11_2_JM013,cell2,1,"rewardTime"
session_2024_09_11_2_JM013,cell3,0,""
session_2024_09_11_2_JM013,cell4,2,"choiceStartTime,rewardTime"
session_2024_09_11_2_JM013,cell5,2,"choiceStartTime,rewardTime"
session_2024_09_11_2_JM013,cell6,2,"choiceStartTime,rewardTime"
session_2024_09_11_2_JM013,cell7,2,"choiceStartTime,rewardTime"
session_2024_09_11_2_JM013,cell8,0,""
session_2024_09_11_2_JM013,cell9,0,""
session_2024_09_11_2_JM013,cell10,1,"stimulusOnsetTime"
session_2024_09_11_2_JM013,cell11,0,""
session_2024_09_11_2_JM013,cell12,0,""
session_2024_09_11_2_JM013,cell13,2,"stimulusOnsetTime,choiceStartTime"
session_2024_09_11_2_JM013,cell14,2,"stimulusOnsetTime,rewardTime"
session_2024_09_11_2_JM013,cell15,1,"stimulusOnsetTime"
session_2024_09_11_2_JM013,cell16,0,""
session_2024_09_16_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_16_1_JM013,cell1,1,"stimulusOnsetTime"
session_2024_09_16_1_JM013,cell2,0,""
session_2024_09_16_1_JM013,cell3,1,"stimulusOnsetTime"
session_2024_09_16_1_JM013,cell4,2,"stimulusOnsetTime,choiceStartTime"
session_2024_09_16_1_JM013,cell5,1,"stimulusOnsetTime"
session_2024_09_16_1_JM013,cell6,1,"rewardTime"
session_2024_09_16_1_JM013,cell7,0,""
session_2024_09_16_1_JM013,cell8,1,"rewardTime"
session_2024_09_16_1_JM013,cell9,0,""
session_2024_09_16_1_JM013,cell10,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_16_1_JM013,cell11,0,""
session_2024_09_16_1_JM013,cell12,1,"stimulusOnsetTime"
session_2024_09_16_1_JM013,cell13,0,""
session_2024_09_16_1_JM013,cell14,0,""
session_2024_09_16_1_JM013,cell15,2,"stimulusOnsetTime,choiceStartTime"
session_2024_09_16_1_JM013,cell16,2,"choiceStartTime,rewardTime"
session_2024_09_16_1_JM013,cell17,1,"stimulusOnsetTime"
session_2024_09_17_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_17_1_JM013,cell1,0,""
session_2024_09_17_1_JM013,cell2,0,""
session_2024_09_17_1_JM013,cell3,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_17_1_JM013,cell4,1,"choiceStartTime"
session_2024_09_17_1_JM013,cell5,0,""
session_2024_09_17_1_JM013,cell6,0,""
session_2024_09_17_1_JM013,cell7,1,"rewardTime"
session_2024_09_17_1_JM013,cell8,1,"rewardTime"
session_2024_09_17_1_JM013,cell9,2,"stimulusOnsetTime,rewardTime"
session_2024_09_17_1_JM013,cell10,2,"choiceStartTime,rewardTime"
session_2024_09_17_1_JM013,cell11,1,"rewardTime"
session_2024_09_17_1_JM013,cell12,2,"choiceStartTime,rewardTime"
session_2024_09_17_1_JM013,cell13,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_17_1_JM013,cell14,1,"stimulusOnsetTime"
session_2024_09_17_1_JM013,cell15,2,"stimulusOnsetTime,rewardTime"
session_2024_09_17_1_JM013,cell16,2,"stimulusOnsetTime,rewardTime"
session_2024_09_17_1_JM013,cell17,0,""
session_2024_09_17_1_JM013,cell18,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_17_1_JM013,cell19,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_17_1_JM013,cell20,2,"stimulusOnsetTime,rewardTime"
session_2024_09_17_1_JM013,cell21,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_18_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_18_1_JM013,cell1,0,""
session_2024_09_18_1_JM013,cell2,0,""
session_2024_09_18_1_JM013,cell3,1,"choiceStartTime"
session_2024_09_18_1_JM013,cell4,0,""
session_2024_09_18_1_JM013,cell5,0,""
session_2024_09_18_1_JM013,cell6,0,""
session_2024_09_18_1_JM013,cell7,0,""
session_2024_09_18_1_JM013,cell8,2,"stimulusOnsetTime,rewardTime"
session_2024_09_18_1_JM013,cell9,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_18_1_JM013,cell10,2,"stimulusOnsetTime,rewardTime"
session_2024_09_18_1_JM013,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_18_1_JM013,cell12,0,""
session_2024_09_18_1_JM013,cell13,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_18_1_JM013,cell14,2,"stimulusOnsetTime,rewardTime"
session_2024_09_18_1_JM013,cell15,0,""
session_2024_09_18_1_JM013,cell16,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell1,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell2,2,"stimulusOnsetTime,choiceStartTime"
session_2024_09_23_1_JM013,cell3,1,"stimulusOnsetTime"
session_2024_09_23_1_JM013,cell4,1,"rewardTime"
session_2024_09_23_1_JM013,cell5,0,""
session_2024_09_23_1_JM013,cell6,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell7,2,"choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell8,2,"stimulusOnsetTime,choiceStartTime"
session_2024_09_23_1_JM013,cell9,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell10,0,""
session_2024_09_23_1_JM013,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell12,2,"choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell13,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell14,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell15,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_23_1_JM013,cell16,2,"choiceStartTime,rewardTime"
session_2024_09_24_2_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_24_2_JM013,cell1,0,""
session_2024_09_24_2_JM013,cell2,1,"choiceStartTime"
session_2024_09_24_2_JM013,cell3,2,"stimulusOnsetTime,choiceStartTime"
session_2024_09_24_2_JM013,cell4,1,"choiceStartTime"
session_2024_09_24_2_JM013,cell5,1,"choiceStartTime"
session_2024_09_24_2_JM013,cell6,1,"stimulusOnsetTime"
session_2024_09_24_2_JM013,cell7,0,""
session_2024_09_24_2_JM013,cell8,0,""
session_2024_09_24_2_JM013,cell9,0,""
session_2024_09_24_2_JM013,cell10,1,"rewardTime"
session_2024_09_24_2_JM013,cell11,0,""
session_2024_09_24_2_JM013,cell12,2,"stimulusOnsetTime,rewardTime"
session_2024_09_24_2_JM013,cell13,0,""
session_2024_09_24_2_JM013,cell14,2,"stimulusOnsetTime,rewardTime"
session_2024_09_24_2_JM013,cell15,0,""
session_2024_09_24_2_JM013,cell16,0,""
session_2024_09_24_2_JM013,cell17,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_09_24_2_JM013,cell18,0,""
session_2024_09_24_2_JM013,cell19,2,"choiceStartTime,rewardTime"
session_2024_09_24_2_JM013,cell20,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_10_29_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_10_29_1_JM013,cell1,0,""
session_2024_10_29_1_JM013,cell2,1,"choiceStartTime"
session_2024_10_29_1_JM013,cell3,1,"choiceStartTime"
session_2024_10_29_1_JM013,cell4,1,"stimulusOnsetTime"
session_2024_10_29_1_JM013,cell5,1,"stimulusOnsetTime"
session_2024_10_29_1_JM013,cell6,1,"stimulusOnsetTime"
session_2024_10_29_1_JM013,cell7,1,"choiceStartTime"
session_2024_10_29_1_JM013,cell8,1,"choiceStartTime"
session_2024_10_29_1_JM013,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2024_10_29_1_JM013,cell10,0,""
session_2024_10_29_1_JM013,cell11,1,"stimulusOnsetTime"
session_2024_10_29_1_JM013,cell12,1,"stimulusOnsetTime"
session_2024_10_29_1_JM013,cell13,1,"choiceStartTime"
session_2024_10_31_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_10_31_1_JM013,cell1,0,""
session_2024_10_31_1_JM013,cell2,2,"stimulusOnsetTime,choiceStartTime"
session_2024_10_31_1_JM013,cell3,0,""
session_2024_10_31_1_JM013,cell4,1,"stimulusOnsetTime"
session_2024_10_31_1_JM013,cell5,1,"stimulusOnsetTime"
session_2024_10_31_1_JM013,cell6,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_10_31_1_JM013,cell7,0,""
session_2024_10_31_1_JM013,cell8,1,"stimulusOnsetTime"
session_2024_10_31_1_JM013,cell9,2,"choiceStartTime,rewardTime"
session_2024_10_31_1_JM013,cell10,1,"rewardTime"
session_2024_10_31_1_JM013,cell11,1,"stimulusOnsetTime"
session_2024_10_31_1_JM013,cell12,1,"stimulusOnsetTime"
session_2024_10_31_1_JM013,cell13,1,"stimulusOnsetTime"
session_2024_10_31_1_JM013,cell14,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_01_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_01_1_JM013,cell1,0,""
session_2024_11_01_1_JM013,cell2,0,""
session_2024_11_01_1_JM013,cell3,0,""
session_2024_11_01_1_JM013,cell4,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_01_1_JM013,cell5,0,""
session_2024_11_01_1_JM013,cell6,2,"choiceStartTime,rewardTime"
session_2024_11_01_1_JM013,cell7,0,""
session_2024_11_01_1_JM013,cell8,1,"stimulusOnsetTime"
session_2024_11_01_1_JM013,cell9,0,""
session_2024_11_01_1_JM013,cell10,0,""
session_2024_11_01_1_JM013,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_01_1_JM013,cell12,1,"choiceStartTime"
session_2024_11_01_1_JM013,cell13,0,""
session_2024_11_01_1_JM013,cell14,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_01_1_JM013,cell15,1,"choiceStartTime"
session_2024_11_04_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_04_1_JM013,cell1,0,""
session_2024_11_04_1_JM013,cell2,0,""
session_2024_11_04_1_JM013,cell3,0,""
session_2024_11_04_1_JM013,cell4,0,""
session_2024_11_04_1_JM013,cell5,0,""
session_2024_11_04_1_JM013,cell6,0,""
session_2024_11_04_1_JM013,cell7,0,""
session_2024_11_04_1_JM013,cell8,0,""
session_2024_11_04_1_JM013,cell9,0,""
session_2024_11_04_1_JM013,cell10,0,""
session_2024_11_04_1_JM013,cell11,1,"rewardTime"
session_2024_11_04_1_JM013,cell12,0,""
session_2024_11_07_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_07_1_JM013,cell1,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_07_1_JM013,cell2,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_07_1_JM013,cell3,1,"stimulusOnsetTime"
session_2024_11_07_1_JM013,cell4,1,"stimulusOnsetTime"
session_2024_11_07_1_JM013,cell5,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_07_1_JM013,cell6,1,"stimulusOnsetTime"
session_2024_11_07_1_JM013,cell7,1,"stimulusOnsetTime"
session_2024_11_07_1_JM013,cell8,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_07_1_JM013,cell9,1,"stimulusOnsetTime"
session_2024_11_07_1_JM013,cell10,1,"stimulusOnsetTime"
session_2024_11_07_1_JM013,cell11,1,"stimulusOnsetTime"
session_2024_11_07_1_JM013,cell12,1,"stimulusOnsetTime"
session_2024_11_07_1_JM013,cell13,1,"stimulusOnsetTime"
session_2024_11_07_1_JM013,cell14,1,"stimulusOnsetTime"
session_2024_11_07_1_JM013,cell15,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_14_1_JM013,cell1,1,"rewardTime"
session_2024_11_14_1_JM013,cell2,0,""
session_2024_11_14_1_JM013,cell3,0,""
session_2024_11_14_1_JM013,cell4,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_14_1_JM013,cell5,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_14_1_JM013,cell6,0,""
session_2024_11_14_1_JM013,cell7,0,""
session_2024_11_14_1_JM013,cell8,2,"choiceStartTime,rewardTime"
session_2024_11_14_1_JM013,cell9,1,"rewardTime"
session_2024_11_14_1_JM013,cell10,1,"stimulusOnsetTime"
session_2024_11_14_1_JM013,cell11,0,""
session_2024_11_14_1_JM013,cell12,0,""
session_2024_11_14_1_JM013,cell13,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_18_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_18_1_JM013,cell1,0,""
session_2024_11_18_1_JM013,cell2,0,""
session_2024_11_18_1_JM013,cell3,0,""
session_2024_11_18_1_JM013,cell4,0,""
session_2024_11_18_1_JM013,cell5,1,"stimulusOnsetTime"
session_2024_11_18_1_JM013,cell6,0,""
session_2024_11_18_1_JM013,cell7,0,""
session_2024_11_18_1_JM013,cell8,0,""
session_2024_11_18_1_JM013,cell9,0,""
session_2024_11_18_1_JM013,cell10,1,"rewardTime"
session_2024_11_18_1_JM013,cell11,1,"stimulusOnsetTime"
session_2024_11_18_1_JM013,cell12,0,""
session_2024_11_18_1_JM013,cell13,0,""
session_2024_11_18_1_JM013,cell14,0,""
session_2024_11_18_1_JM013,cell15,1,"choiceStartTime"
session_2024_11_18_1_JM013,cell16,1,"rewardTime"
session_2024_11_22_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_22_1_JM013,cell1,2,"stimulusOnsetTime,rewardTime"
session_2024_11_22_1_JM013,cell2,0,""
session_2024_11_22_1_JM013,cell3,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_22_1_JM013,cell4,0,""
session_2024_11_22_1_JM013,cell5,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_22_1_JM013,cell6,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_22_1_JM013,cell7,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_25_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM013,cell1,1,"rewardTime"
session_2024_11_25_1_JM013,cell2,1,"rewardTime"
session_2024_11_25_1_JM013,cell3,0,""
session_2024_11_25_1_JM013,cell4,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM013,cell5,2,"stimulusOnsetTime,rewardTime"
session_2024_11_25_1_JM013,cell6,2,"stimulusOnsetTime,rewardTime"
session_2024_11_25_1_JM013,cell7,2,"stimulusOnsetTime,rewardTime"
session_2024_11_25_1_JM013,cell8,0,""
session_2024_11_25_1_JM013,cell9,1,"rewardTime"
session_2024_11_25_1_JM013,cell10,0,""
session_2024_11_25_1_JM013,cell11,1,"rewardTime"
session_2024_11_26_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_26_1_JM013,cell1,0,""
session_2024_11_26_1_JM013,cell2,1,"choiceStartTime"
session_2024_11_26_1_JM013,cell3,1,"stimulusOnsetTime"
session_2024_11_26_1_JM013,cell4,1,"stimulusOnsetTime"
session_2024_11_26_1_JM013,cell5,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_26_1_JM013,cell6,0,""
session_2024_11_26_1_JM013,cell7,2,"choiceStartTime,rewardTime"
session_2024_11_26_1_JM013,cell8,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_26_1_JM013,cell9,0,""
session_2024_11_26_1_JM013,cell10,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_26_1_JM013,cell11,1,"rewardTime"
session_2024_11_26_1_JM013,cell12,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_26_1_JM013,cell13,1,"rewardTime"
session_2024_12_01_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_01_1_JM013,cell1,0,""
session_2024_12_01_1_JM013,cell2,0,""
session_2024_12_01_1_JM013,cell3,0,""
session_2024_12_01_1_JM013,cell4,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM013,cell5,0,""
session_2024_12_01_1_JM013,cell6,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_01_1_JM013,cell7,1,"rewardTime"
session_2024_12_01_1_JM013,cell8,0,""
session_2024_12_01_1_JM013,cell9,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_01_1_JM013,cell10,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_02_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_02_1_JM013,cell1,0,""
session_2024_12_02_1_JM013,cell2,1,"stimulusOnsetTime"
session_2024_12_02_1_JM013,cell3,0,""
session_2024_12_02_1_JM013,cell4,1,"stimulusOnsetTime"
session_2024_12_02_1_JM013,cell5,1,"stimulusOnsetTime"
session_2024_12_02_1_JM013,cell6,0,""
session_2024_12_02_1_JM013,cell7,0,""
session_2024_12_02_1_JM013,cell8,0,""
session_2024_12_02_1_JM013,cell9,0,""
session_2024_12_02_1_JM013,cell10,0,""
session_2024_12_02_1_JM013,cell11,0,""
session_2024_12_02_1_JM013,cell12,0,""
session_2024_12_02_1_JM013,cell13,1,"choiceStartTime"
session_2024_12_04_2_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_04_2_JM013,cell1,0,""
session_2024_12_04_2_JM013,cell2,2,"stimulusOnsetTime,rewardTime"
session_2024_12_04_2_JM013,cell3,2,"choiceStartTime,rewardTime"
session_2024_12_04_2_JM013,cell4,0,""
session_2024_12_04_2_JM013,cell5,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_04_2_JM013,cell6,0,""
session_2024_12_04_2_JM013,cell7,2,"choiceStartTime,rewardTime"
session_2024_12_05_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_05_1_JM013,cell1,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM013,cell2,1,"stimulusOnsetTime"
session_2024_12_05_1_JM013,cell3,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM013,cell4,0,""
session_2024_12_05_1_JM013,cell5,0,""
session_2024_12_05_1_JM013,cell6,0,""
session_2024_12_05_1_JM013,cell7,0,""
session_2024_12_05_1_JM013,cell8,0,""
session_2024_12_05_1_JM013,cell9,0,""
session_2024_12_08_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_08_1_JM013,cell1,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_08_1_JM013,cell2,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_08_1_JM013,cell3,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_08_1_JM013,cell4,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_08_1_JM013,cell5,1,"choiceStartTime"
session_2024_12_08_1_JM013,cell6,0,""
session_2024_12_08_1_JM013,cell7,1,"stimulusOnsetTime"
session_2024_12_08_1_JM013,cell8,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_09_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_09_1_JM013,cell1,0,""
session_2024_12_09_1_JM013,cell2,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_09_1_JM013,cell3,0,""
session_2024_12_09_1_JM013,cell4,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_09_1_JM013,cell5,2,"choiceStartTime,rewardTime"
session_2024_12_09_1_JM013,cell6,1,"stimulusOnsetTime"
session_2024_12_09_1_JM013,cell7,0,""
session_2024_12_09_1_JM013,cell8,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_09_1_JM013,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_09_1_JM013,cell10,0,""
session_2024_12_09_1_JM013,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_09_1_JM013,cell12,1,"rewardTime"
session_2024_12_09_1_JM013,cell13,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_10_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell1,2,"choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell2,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_10_1_JM013,cell3,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell4,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell5,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell6,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell7,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell8,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell9,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell10,2,"choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM013,cell12,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_11_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_11_1_JM013,cell1,0,""
session_2024_12_11_1_JM013,cell2,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_11_1_JM013,cell3,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_11_1_JM013,cell4,2,"choiceStartTime,rewardTime"
session_2024_12_11_1_JM013,cell5,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_11_1_JM013,cell6,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_11_1_JM013,cell7,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_12_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_12_1_JM013,cell1,2,"choiceStartTime,rewardTime"
session_2024_12_12_1_JM013,cell2,2,"choiceStartTime,rewardTime"
session_2024_12_12_1_JM013,cell3,1,"stimulusOnsetTime"
session_2024_12_12_1_JM013,cell4,1,"stimulusOnsetTime"
session_2024_12_13_3_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_13_3_JM013,cell1,0,""
session_2024_12_13_3_JM013,cell2,0,""
session_2024_12_13_3_JM013,cell3,2,"stimulusOnsetTime,rewardTime"
session_2024_12_13_3_JM013,cell4,1,"stimulusOnsetTime"
session_2024_12_13_3_JM013,cell5,0,""
session_2024_12_13_3_JM013,cell6,1,"choiceStartTime"
session_2024_12_13_3_JM013,cell7,0,""
session_2024_12_13_3_JM013,cell8,0,""
session_2024_12_13_3_JM013,cell9,0,""
session_2024_12_15_1_JM013,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_15_1_JM013,cell1,0,""
session_2024_12_15_1_JM013,cell2,1,"stimulusOnsetTime"
session_2024_12_15_1_JM013,cell3,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_15_1_JM013,cell4,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
