Session,Cell,NumSignificant,SignificantEvents
session_2024_04_23_1_MAT008,cell508,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell509,0,""
session_2024_04_23_1_MAT008,cell510,0,""
session_2024_04_23_1_MAT008,cell511,0,""
session_2024_04_23_1_MAT008,cell512,0,""
session_2024_04_23_1_MAT008,cell513,0,""
session_2024_04_23_1_MAT008,cell514,0,""
session_2024_04_23_1_MAT008,cell515,1,"rewardTime"
session_2024_04_23_1_MAT008,cell516,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell517,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell518,1,"rewardTime"
session_2024_04_23_1_MAT008,cell519,0,""
session_2024_04_23_1_MAT008,cell520,0,""
session_2024_04_23_1_MAT008,cell521,0,""
session_2024_04_23_1_MAT008,cell522,0,""
session_2024_04_23_1_MAT008,cell523,1,"rewardTime"
session_2024_04_23_1_MAT008,cell524,0,""
session_2024_04_23_1_MAT008,cell525,0,""
session_2024_04_23_1_MAT008,cell526,0,""
session_2024_04_23_1_MAT008,cell527,0,""
session_2024_04_23_1_MAT008,cell528,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell529,1,"rewardTime"
session_2024_04_23_1_MAT008,cell530,0,""
session_2024_04_23_1_MAT008,cell531,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell532,0,""
session_2024_04_23_1_MAT008,cell533,0,""
session_2024_04_23_1_MAT008,cell534,1,"rewardTime"
session_2024_04_23_1_MAT008,cell535,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell536,0,""
session_2024_04_23_1_MAT008,cell537,0,""
session_2024_04_23_1_MAT008,cell538,0,""
session_2024_04_23_1_MAT008,cell539,0,""
session_2024_04_23_1_MAT008,cell540,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell541,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell542,0,""
session_2024_04_23_1_MAT008,cell543,0,""
session_2024_04_23_1_MAT008,cell544,0,""
session_2024_04_23_1_MAT008,cell545,0,""
session_2024_04_23_1_MAT008,cell546,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell547,0,""
session_2024_04_23_1_MAT008,cell548,1,"rewardTime"
session_2024_04_23_1_MAT008,cell549,0,""
session_2024_04_23_1_MAT008,cell550,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell551,1,"rewardTime"
session_2024_04_23_1_MAT008,cell552,0,""
session_2024_04_23_1_MAT008,cell553,0,""
session_2024_04_23_1_MAT008,cell554,0,""
session_2024_04_23_1_MAT008,cell555,1,"rewardTime"
session_2024_04_23_1_MAT008,cell556,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell557,0,""
session_2024_04_23_1_MAT008,cell558,0,""
session_2024_04_23_1_MAT008,cell559,0,""
session_2024_04_23_1_MAT008,cell560,0,""
session_2024_04_23_1_MAT008,cell561,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell562,0,""
session_2024_04_23_1_MAT008,cell563,0,""
session_2024_04_23_1_MAT008,cell564,1,"rewardTime"
session_2024_04_23_1_MAT008,cell565,0,""
session_2024_04_23_1_MAT008,cell566,0,""
session_2024_04_23_1_MAT008,cell567,0,""
session_2024_04_23_1_MAT008,cell568,0,""
session_2024_04_23_1_MAT008,cell569,0,""
session_2024_04_23_1_MAT008,cell570,0,""
session_2024_04_23_1_MAT008,cell571,0,""
session_2024_04_23_1_MAT008,cell572,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell573,0,""
session_2024_04_23_1_MAT008,cell574,0,""
session_2024_04_23_1_MAT008,cell575,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell576,1,"rewardTime"
session_2024_04_23_1_MAT008,cell577,0,""
session_2024_04_23_1_MAT008,cell578,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell579,0,""
session_2024_04_23_1_MAT008,cell580,0,""
session_2024_04_23_1_MAT008,cell581,0,""
session_2024_04_23_1_MAT008,cell582,0,""
session_2024_04_23_1_MAT008,cell583,0,""
session_2024_04_23_1_MAT008,cell584,0,""
session_2024_04_23_1_MAT008,cell585,0,""
session_2024_04_23_1_MAT008,cell586,0,""
session_2024_04_23_1_MAT008,cell587,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell588,0,""
session_2024_04_23_1_MAT008,cell589,0,""
session_2024_04_23_1_MAT008,cell590,1,"rewardTime"
session_2024_04_23_1_MAT008,cell591,0,""
session_2024_04_23_1_MAT008,cell592,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell593,0,""
session_2024_04_23_1_MAT008,cell594,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell595,0,""
session_2024_04_23_1_MAT008,cell596,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell597,1,"rewardTime"
session_2024_04_23_1_MAT008,cell598,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell599,0,""
session_2024_04_23_1_MAT008,cell600,1,"rewardTime"
session_2024_04_23_1_MAT008,cell601,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell602,1,"rewardTime"
session_2024_04_23_1_MAT008,cell603,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell604,0,""
session_2024_04_23_1_MAT008,cell605,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell606,0,""
session_2024_04_23_1_MAT008,cell607,0,""
session_2024_04_23_1_MAT008,cell608,1,"rewardTime"
session_2024_04_23_1_MAT008,cell609,0,""
session_2024_04_23_1_MAT008,cell610,1,"rewardTime"
session_2024_04_23_1_MAT008,cell611,0,""
session_2024_04_23_1_MAT008,cell612,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell613,0,""
session_2024_04_23_1_MAT008,cell614,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell615,0,""
session_2024_04_23_1_MAT008,cell616,0,""
session_2024_04_23_1_MAT008,cell617,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell618,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell619,0,""
session_2024_04_23_1_MAT008,cell620,0,""
session_2024_04_23_1_MAT008,cell621,0,""
session_2024_04_23_1_MAT008,cell622,0,""
session_2024_04_23_1_MAT008,cell623,0,""
session_2024_04_23_1_MAT008,cell624,0,""
session_2024_04_23_1_MAT008,cell625,0,""
session_2024_04_23_1_MAT008,cell626,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell627,0,""
session_2024_04_23_1_MAT008,cell628,0,""
session_2024_04_23_1_MAT008,cell629,0,""
session_2024_04_23_1_MAT008,cell630,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell631,0,""
session_2024_04_23_1_MAT008,cell632,0,""
session_2024_04_23_1_MAT008,cell633,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell634,0,""
session_2024_04_23_1_MAT008,cell635,0,""
session_2024_04_23_1_MAT008,cell636,0,""
session_2024_04_23_1_MAT008,cell637,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell638,0,""
session_2024_04_23_1_MAT008,cell639,0,""
session_2024_04_23_1_MAT008,cell640,0,""
session_2024_04_23_1_MAT008,cell641,1,"rewardTime"
session_2024_04_23_1_MAT008,cell642,0,""
session_2024_04_23_1_MAT008,cell643,0,""
session_2024_04_23_1_MAT008,cell644,0,""
session_2024_04_23_1_MAT008,cell645,0,""
session_2024_04_23_1_MAT008,cell646,1,"rewardTime"
session_2024_04_23_1_MAT008,cell647,0,""
session_2024_04_23_1_MAT008,cell648,0,""
session_2024_04_23_1_MAT008,cell649,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell650,0,""
session_2024_04_23_1_MAT008,cell651,0,""
session_2024_04_23_1_MAT008,cell652,0,""
session_2024_04_23_1_MAT008,cell653,1,"rewardTime"
session_2024_04_23_1_MAT008,cell654,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell655,0,""
session_2024_04_23_1_MAT008,cell656,1,"rewardTime"
session_2024_04_23_1_MAT008,cell657,0,""
session_2024_04_23_1_MAT008,cell658,0,""
session_2024_04_23_1_MAT008,cell659,0,""
session_2024_04_23_1_MAT008,cell660,0,""
session_2024_04_23_1_MAT008,cell661,0,""
session_2024_04_23_1_MAT008,cell662,0,""
session_2024_04_23_1_MAT008,cell663,0,""
session_2024_04_23_1_MAT008,cell664,1,"rewardTime"
session_2024_04_23_1_MAT008,cell665,1,"rewardTime"
session_2024_04_23_1_MAT008,cell666,0,""
session_2024_04_23_1_MAT008,cell667,0,""
session_2024_04_23_1_MAT008,cell668,0,""
session_2024_04_23_1_MAT008,cell669,0,""
session_2024_04_23_1_MAT008,cell670,0,""
session_2024_04_23_1_MAT008,cell671,0,""
session_2024_04_23_1_MAT008,cell672,1,"rewardTime"
session_2024_04_23_1_MAT008,cell673,0,""
session_2024_04_23_1_MAT008,cell674,0,""
session_2024_04_23_1_MAT008,cell675,0,""
session_2024_04_23_1_MAT008,cell676,0,""
session_2024_04_23_1_MAT008,cell677,0,""
session_2024_04_23_1_MAT008,cell678,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell679,0,""
session_2024_04_23_1_MAT008,cell680,0,""
session_2024_04_23_1_MAT008,cell681,0,""
session_2024_04_23_1_MAT008,cell682,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell683,1,"rewardTime"
session_2024_04_23_1_MAT008,cell684,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell685,0,""
session_2024_04_23_1_MAT008,cell686,0,""
session_2024_04_23_1_MAT008,cell687,0,""
session_2024_04_23_1_MAT008,cell688,0,""
session_2024_04_23_1_MAT008,cell689,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell690,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell691,1,"rewardTime"
session_2024_04_23_1_MAT008,cell692,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell693,1,"rewardTime"
session_2024_04_23_1_MAT008,cell694,0,""
session_2024_04_23_1_MAT008,cell695,0,""
session_2024_04_23_1_MAT008,cell696,0,""
session_2024_04_23_1_MAT008,cell697,0,""
session_2024_04_23_1_MAT008,cell698,0,""
session_2024_04_23_1_MAT008,cell699,0,""
session_2024_04_23_1_MAT008,cell700,0,""
session_2024_04_23_1_MAT008,cell701,0,""
session_2024_04_23_1_MAT008,cell702,0,""
session_2024_04_23_1_MAT008,cell703,0,""
session_2024_04_23_1_MAT008,cell704,0,""
session_2024_04_23_1_MAT008,cell705,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell706,0,""
session_2024_04_23_1_MAT008,cell707,0,""
session_2024_04_23_1_MAT008,cell708,0,""
session_2024_04_23_1_MAT008,cell709,0,""
session_2024_04_23_1_MAT008,cell710,0,""
session_2024_04_23_1_MAT008,cell711,0,""
session_2024_04_23_1_MAT008,cell712,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell713,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell714,0,""
session_2024_04_23_1_MAT008,cell715,0,""
session_2024_04_23_1_MAT008,cell716,0,""
session_2024_04_23_1_MAT008,cell717,0,""
session_2024_04_23_1_MAT008,cell718,0,""
session_2024_04_23_1_MAT008,cell719,0,""
session_2024_04_23_1_MAT008,cell720,0,""
session_2024_04_23_1_MAT008,cell721,0,""
session_2024_04_23_1_MAT008,cell722,0,""
session_2024_04_23_1_MAT008,cell723,1,"rewardTime"
session_2024_04_23_1_MAT008,cell724,0,""
session_2024_04_23_1_MAT008,cell725,0,""
session_2024_04_23_1_MAT008,cell726,0,""
session_2024_04_23_1_MAT008,cell727,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell728,1,"rewardTime"
session_2024_04_23_1_MAT008,cell729,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell730,0,""
session_2024_04_23_1_MAT008,cell731,0,""
session_2024_04_23_1_MAT008,cell732,0,""
session_2024_04_23_1_MAT008,cell733,0,""
session_2024_04_23_1_MAT008,cell734,1,"rewardTime"
session_2024_04_23_1_MAT008,cell735,0,""
session_2024_04_23_1_MAT008,cell736,0,""
session_2024_04_23_1_MAT008,cell737,0,""
session_2024_04_23_1_MAT008,cell738,0,""
session_2024_04_23_1_MAT008,cell739,0,""
session_2024_04_23_1_MAT008,cell740,0,""
session_2024_04_23_1_MAT008,cell741,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell742,0,""
session_2024_04_23_1_MAT008,cell743,0,""
session_2024_04_23_1_MAT008,cell744,0,""
session_2024_04_23_1_MAT008,cell745,1,"rewardTime"
session_2024_04_23_1_MAT008,cell746,0,""
session_2024_04_23_1_MAT008,cell747,1,"rewardTime"
session_2024_04_23_1_MAT008,cell748,0,""
session_2024_04_23_1_MAT008,cell749,0,""
session_2024_04_23_1_MAT008,cell750,0,""
session_2024_04_23_1_MAT008,cell751,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell752,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell753,1,"rewardTime"
session_2024_04_23_1_MAT008,cell754,1,"rewardTime"
session_2024_04_23_1_MAT008,cell755,0,""
session_2024_04_23_1_MAT008,cell756,0,""
session_2024_04_23_1_MAT008,cell757,0,""
session_2024_04_23_1_MAT008,cell758,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell759,0,""
session_2024_04_23_1_MAT008,cell760,1,"rewardTime"
session_2024_04_23_1_MAT008,cell761,0,""
session_2024_04_23_1_MAT008,cell762,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell763,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell764,0,""
session_2024_04_23_1_MAT008,cell765,0,""
session_2024_04_23_1_MAT008,cell766,1,"rewardTime"
session_2024_04_23_1_MAT008,cell767,0,""
session_2024_04_23_1_MAT008,cell768,0,""
session_2024_04_23_1_MAT008,cell769,0,""
session_2024_04_23_1_MAT008,cell770,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell771,0,""
session_2024_04_23_1_MAT008,cell772,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell773,0,""
session_2024_04_23_1_MAT008,cell774,0,""
session_2024_04_23_1_MAT008,cell775,0,""
session_2024_04_23_1_MAT008,cell776,0,""
session_2024_04_23_1_MAT008,cell777,0,""
session_2024_04_23_1_MAT008,cell778,0,""
session_2024_04_23_1_MAT008,cell779,1,"rewardTime"
session_2024_04_23_1_MAT008,cell780,0,""
session_2024_04_23_1_MAT008,cell781,0,""
session_2024_04_23_1_MAT008,cell782,0,""
session_2024_04_23_1_MAT008,cell783,1,"rewardTime"
session_2024_04_23_1_MAT008,cell784,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell785,0,""
session_2024_04_23_1_MAT008,cell786,1,"rewardTime"
session_2024_04_23_1_MAT008,cell787,0,""
session_2024_04_23_1_MAT008,cell788,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell789,0,""
session_2024_04_23_1_MAT008,cell790,0,""
session_2024_04_23_1_MAT008,cell791,0,""
session_2024_04_23_1_MAT008,cell792,0,""
session_2024_04_23_1_MAT008,cell793,0,""
session_2024_04_23_1_MAT008,cell794,0,""
session_2024_04_23_1_MAT008,cell795,0,""
session_2024_04_23_1_MAT008,cell796,0,""
session_2024_04_23_1_MAT008,cell797,0,""
session_2024_04_23_1_MAT008,cell798,0,""
session_2024_04_23_1_MAT008,cell799,0,""
session_2024_04_23_1_MAT008,cell800,0,""
session_2024_04_23_1_MAT008,cell801,0,""
session_2024_04_23_1_MAT008,cell802,0,""
session_2024_04_23_1_MAT008,cell803,0,""
session_2024_04_23_1_MAT008,cell804,1,"rewardTime"
session_2024_04_23_1_MAT008,cell805,0,""
session_2024_04_23_1_MAT008,cell806,0,""
session_2024_04_23_1_MAT008,cell807,0,""
session_2024_04_23_1_MAT008,cell808,0,""
session_2024_04_23_1_MAT008,cell809,1,"rewardTime"
session_2024_04_23_1_MAT008,cell810,0,""
session_2024_04_23_1_MAT008,cell811,0,""
session_2024_04_23_1_MAT008,cell812,0,""
session_2024_04_23_1_MAT008,cell813,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell814,0,""
session_2024_04_23_1_MAT008,cell815,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell816,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell817,0,""
session_2024_04_23_1_MAT008,cell818,0,""
session_2024_04_23_1_MAT008,cell819,1,"rewardTime"
session_2024_04_23_1_MAT008,cell820,0,""
session_2024_04_23_1_MAT008,cell821,0,""
session_2024_04_23_1_MAT008,cell822,0,""
session_2024_04_23_1_MAT008,cell823,0,""
session_2024_04_23_1_MAT008,cell824,1,"rewardTime"
session_2024_04_23_1_MAT008,cell825,1,"rewardTime"
session_2024_04_23_1_MAT008,cell826,0,""
session_2024_04_23_1_MAT008,cell827,0,""
session_2024_04_23_1_MAT008,cell828,0,""
session_2024_04_23_1_MAT008,cell829,0,""
session_2024_04_23_1_MAT008,cell830,0,""
session_2024_04_23_1_MAT008,cell831,0,""
session_2024_04_23_1_MAT008,cell832,0,""
session_2024_04_23_1_MAT008,cell833,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell834,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell835,0,""
session_2024_04_23_1_MAT008,cell836,0,""
session_2024_04_23_1_MAT008,cell837,0,""
session_2024_04_23_1_MAT008,cell838,0,""
session_2024_04_23_1_MAT008,cell839,0,""
session_2024_04_23_1_MAT008,cell840,0,""
session_2024_04_23_1_MAT008,cell841,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell842,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell843,1,"rewardTime"
session_2024_04_23_1_MAT008,cell844,0,""
session_2024_04_23_1_MAT008,cell845,0,""
session_2024_04_23_1_MAT008,cell846,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell847,1,"rewardTime"
session_2024_04_23_1_MAT008,cell848,0,""
session_2024_04_23_1_MAT008,cell849,0,""
session_2024_04_23_1_MAT008,cell850,0,""
session_2024_04_23_1_MAT008,cell851,0,""
session_2024_04_23_1_MAT008,cell852,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell853,0,""
session_2024_04_23_1_MAT008,cell854,0,""
session_2024_04_23_1_MAT008,cell855,0,""
session_2024_04_23_1_MAT008,cell856,0,""
session_2024_04_23_1_MAT008,cell857,0,""
session_2024_04_23_1_MAT008,cell858,0,""
session_2024_04_23_1_MAT008,cell859,0,""
session_2024_04_23_1_MAT008,cell860,0,""
session_2024_04_23_1_MAT008,cell861,1,"rewardTime"
session_2024_04_23_1_MAT008,cell862,1,"rewardTime"
session_2024_04_23_1_MAT008,cell863,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell864,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell865,0,""
session_2024_04_23_1_MAT008,cell866,0,""
session_2024_04_23_1_MAT008,cell867,1,"rewardTime"
session_2024_04_23_1_MAT008,cell868,0,""
session_2024_04_23_1_MAT008,cell869,0,""
session_2024_04_23_1_MAT008,cell870,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell871,0,""
session_2024_04_23_1_MAT008,cell872,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell873,0,""
session_2024_04_23_1_MAT008,cell874,1,"rewardTime"
session_2024_04_23_1_MAT008,cell875,0,""
session_2024_04_23_1_MAT008,cell876,1,"rewardTime"
session_2024_04_23_1_MAT008,cell877,0,""
session_2024_04_23_1_MAT008,cell878,0,""
session_2024_04_23_1_MAT008,cell879,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell880,0,""
session_2024_04_23_1_MAT008,cell881,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell882,0,""
session_2024_04_23_1_MAT008,cell883,0,""
session_2024_04_23_1_MAT008,cell884,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell885,0,""
session_2024_04_23_1_MAT008,cell886,0,""
session_2024_04_23_1_MAT008,cell887,0,""
session_2024_04_23_1_MAT008,cell888,0,""
session_2024_04_23_1_MAT008,cell889,0,""
session_2024_04_23_1_MAT008,cell890,0,""
session_2024_04_23_1_MAT008,cell891,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell892,0,""
session_2024_04_23_1_MAT008,cell893,0,""
session_2024_04_23_1_MAT008,cell894,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell895,0,""
session_2024_04_23_1_MAT008,cell896,0,""
session_2024_04_23_1_MAT008,cell897,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell898,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell899,0,""
session_2024_04_23_1_MAT008,cell900,0,""
session_2024_04_23_1_MAT008,cell901,0,""
session_2024_04_23_1_MAT008,cell902,1,"rewardTime"
session_2024_04_23_1_MAT008,cell903,0,""
session_2024_04_23_1_MAT008,cell904,0,""
session_2024_04_23_1_MAT008,cell905,0,""
session_2024_04_23_1_MAT008,cell906,0,""
session_2024_04_23_1_MAT008,cell907,0,""
session_2024_04_23_1_MAT008,cell908,0,""
session_2024_04_23_1_MAT008,cell909,0,""
session_2024_04_23_1_MAT008,cell910,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell911,0,""
session_2024_04_23_1_MAT008,cell912,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell913,0,""
session_2024_04_23_1_MAT008,cell914,0,""
session_2024_04_23_1_MAT008,cell915,0,""
session_2024_04_23_1_MAT008,cell916,0,""
session_2024_04_23_1_MAT008,cell917,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell918,1,"rewardTime"
session_2024_04_23_1_MAT008,cell919,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell920,0,""
session_2024_04_23_1_MAT008,cell921,0,""
session_2024_04_23_1_MAT008,cell922,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell923,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell924,0,""
session_2024_04_23_1_MAT008,cell925,0,""
session_2024_04_23_1_MAT008,cell926,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell927,0,""
session_2024_04_23_1_MAT008,cell928,1,"rewardTime"
session_2024_04_23_1_MAT008,cell929,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell930,0,""
session_2024_04_23_1_MAT008,cell931,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell932,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell933,0,""
session_2024_04_23_1_MAT008,cell934,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell935,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell936,0,""
session_2024_04_23_1_MAT008,cell937,1,"rewardTime"
session_2024_04_23_1_MAT008,cell938,0,""
session_2024_04_23_1_MAT008,cell939,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell940,0,""
session_2024_04_23_1_MAT008,cell941,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell942,0,""
session_2024_04_23_1_MAT008,cell943,0,""
session_2024_04_23_1_MAT008,cell944,0,""
session_2024_04_23_1_MAT008,cell945,0,""
session_2024_04_23_1_MAT008,cell946,0,""
session_2024_04_23_1_MAT008,cell947,0,""
session_2024_04_23_1_MAT008,cell948,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell949,0,""
session_2024_04_23_1_MAT008,cell950,1,"rewardTime"
session_2024_04_23_1_MAT008,cell951,0,""
session_2024_04_23_1_MAT008,cell952,0,""
session_2024_04_23_1_MAT008,cell953,0,""
session_2024_04_23_1_MAT008,cell954,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell955,0,""
session_2024_04_23_1_MAT008,cell956,1,"rewardTime"
session_2024_04_23_1_MAT008,cell957,0,""
session_2024_04_23_1_MAT008,cell958,1,"rewardTime"
session_2024_04_23_1_MAT008,cell959,0,""
session_2024_04_23_1_MAT008,cell960,0,""
session_2024_04_23_1_MAT008,cell961,0,""
session_2024_04_23_1_MAT008,cell962,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell963,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell964,0,""
session_2024_04_23_1_MAT008,cell965,0,""
session_2024_04_23_1_MAT008,cell966,0,""
session_2024_04_23_1_MAT008,cell967,0,""
session_2024_04_23_1_MAT008,cell968,0,""
session_2024_04_23_1_MAT008,cell969,1,"rewardTime"
session_2024_04_23_1_MAT008,cell970,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell971,0,""
session_2024_04_23_1_MAT008,cell972,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell973,0,""
session_2024_04_23_1_MAT008,cell974,0,""
session_2024_04_23_1_MAT008,cell975,0,""
session_2024_04_23_1_MAT008,cell976,1,"rewardTime"
session_2024_04_23_1_MAT008,cell977,1,"rewardTime"
session_2024_04_23_1_MAT008,cell978,0,""
session_2024_04_23_1_MAT008,cell979,0,""
session_2024_04_23_1_MAT008,cell980,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell981,0,""
session_2024_04_23_1_MAT008,cell982,0,""
session_2024_04_23_1_MAT008,cell983,0,""
session_2024_04_23_1_MAT008,cell984,0,""
session_2024_04_23_1_MAT008,cell985,0,""
session_2024_04_23_1_MAT008,cell986,0,""
session_2024_04_23_1_MAT008,cell987,1,"rewardTime"
session_2024_04_23_1_MAT008,cell988,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell989,0,""
session_2024_04_23_1_MAT008,cell990,0,""
session_2024_04_23_1_MAT008,cell991,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell992,1,"rewardTime"
session_2024_04_23_1_MAT008,cell993,0,""
session_2024_04_23_1_MAT008,cell994,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell995,0,""
session_2024_04_23_1_MAT008,cell996,0,""
session_2024_04_23_1_MAT008,cell997,0,""
session_2024_04_23_1_MAT008,cell998,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell999,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1000,0,""
session_2024_04_23_1_MAT008,cell1001,2,"stimulusOnsetTime,rewardTime"
session_2024_04_23_1_MAT008,cell1002,0,""
session_2024_04_23_1_MAT008,cell1003,0,""
session_2024_04_23_1_MAT008,cell1004,1,"stimulusOnsetTime"
session_2024_04_23_1_MAT008,cell1005,0,""
session_2024_04_23_1_MAT008,cell1006,0,""
session_2024_04_23_1_MAT008,cell1007,1,"rewardTime"
session_2024_04_23_1_MAT008,cell1008,0,""
session_2024_04_23_1_MAT008,cell1009,0,""
session_2024_04_23_1_MAT008,cell1010,0,""
session_2024_04_23_1_MAT008,cell1011,0,""
session_2024_04_23_1_MAT008,cell1012,0,""
session_2024_04_23_1_MAT008,cell1013,0,""
session_2024_04_23_1_MAT008,cell1014,0,""
session_2024_04_23_1_MAT008,cell1015,1,"rewardTime"
